movie_id,release_year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1526,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,1997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1528,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1531,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1532,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1534,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1535,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1537,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,1997,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1542,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1543,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1544,1997,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1545,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1546,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,1997,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1548,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1549,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1550,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1551,1997,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1552,1997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1553,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1555,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1556,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1557,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1558,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,1997,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1563,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1564,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1565,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1566,1997,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1567,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1569,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1570,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1571,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1572,1963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1573,1997,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1574,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1575,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1577,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1579,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1580,1997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1581,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,1997,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,1997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1584,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1585,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1587,1982,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,1997,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,1997,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1590,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1591,1997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1592,1997,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1594,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1595,1997,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1596,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1597,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1598,1998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1599,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1601,1997,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1602,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1604,1997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1606,1997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1609,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1610,1990,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1611,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1612,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1614,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,1997,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1616,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1617,1997,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1619,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1620,1997,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1621,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1622,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1623,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1624,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1625,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1626,1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1627,1997,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1628,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1629,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1631,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1632,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1633,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1635,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1636,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1639,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1640,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1642,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1643,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1644,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1645,1997,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1646,1997,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1647,1997,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1648,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1649,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1650,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1651,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1652,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1653,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1654,1997,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1655,1998,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1656,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1657,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1658,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1659,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1660,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1661,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1662,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,1981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1664,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1665,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1667,1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1668,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1669,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1670,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1671,1997,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1672,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1673,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1674,1985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1675,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1676,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1677,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1679,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1681,1997,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1682,1998,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1683,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1684,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1685,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1686,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1687,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1688,1997,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1689,1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1690,1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1692,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1693,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1694,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1695,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1696,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1698,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1701,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1702,1997,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1703,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1705,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1706,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1707,1997,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1709,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1710,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1711,1997,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1713,1997,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1715,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1716,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1717,1997,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1718,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1719,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1720,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1721,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1722,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1723,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1724,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1725,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1726,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1727,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1728,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1729,1997,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1730,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1731,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,1998,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1733,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1734,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1735,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1738,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,1998,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1742,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1744,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1746,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,1998,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1749,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1750,1997,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1752,1998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1753,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1755,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1756,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1757,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1759,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1760,1997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1762,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1765,1998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1767,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1769,1998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1770,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1771,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1772,1998,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1773,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1774,1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1776,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1777,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1779,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1780,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1782,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1783,1998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1784,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1785,1990,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1788,1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1791,1998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1792,1998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1793,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1795,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1796,1998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1797,1998,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1798,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1799,1997,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1801,1998,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1804,1998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1805,1998,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1806,1998,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1809,1997,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1810,1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1811,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1812,1998,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1814,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1816,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1817,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1820,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1821,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1822,1998,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1825,1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1826,1998,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,1997,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1829,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1831,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1832,1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1833,1998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1834,1997,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1835,1998,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1836,1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1837,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1841,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1843,1998,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1845,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1846,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1848,1997,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1849,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1852,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1853,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1855,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1857,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,1997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1860,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1861,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1862,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1863,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1866,1998,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1870,1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1871,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1872,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1873,1998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1874,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1875,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1877,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1878,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1879,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1880,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1881,1998,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1882,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1883,1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1884,1998,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1885,1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1886,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,1998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1889,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1890,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1891,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1892,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1893,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
